Shop_ID,Nazwa,Nazwa_Spolki,Format_Sklepu,PowSala,PowOgolem,IloscKas,data_wstapienia,data_wystapienia,LiczbaPracownikow,LiczbaUczniow,ProgramMagazynowy,standard_promocji
2783,Sklep 2892,Opole,C,236,247,5,2023-03-02,,5,3,IdoSell,mini
4005,Sklep 2893,Podkarpacie,E,51,94,4,2022-01-11,2023-01-30,3,1,Streamsoft,standardowa
2495,Sklep 2894,Wielkopolska,F,38,55,5,2004-04-30,,2,1,IdoSell,mini
1247,Sklep 2895,Wielkopolska,F,31,44,4,2014-12-29,,2,2,ILUO,standardowa
1248,Sklep 2896,Podlasie,E,90,116,2,2007-02-26,,3,1,ILUO,standardowa
2272,Sklep 2900,Wielkopolska,B,311,313,5,2010-12-01,2014-03-05,7,6,IdoSell,standardowa
2527,Sklep 2901,Wielkopolska,D,125,156,6,2023-12-04,,5,4,IdoSell,standardowa
4211,Sklep 2904,Wielkopolska,D,106,140,3,2011-08-15,2021-06-21,7,2,ILUO,standardowa
3028,Sklep 2909,Śląsk,B,327,363,4,2015-04-23,,6,5,ILUO,standardowa
3382,Sklep 2910,Śląsk,B,254,254,3,1999-12-04,,6,4,ILUO,standardowa
2516,Sklep 2914,Kielce,D,125,181,7,2004-01-21,,8,2,IdoSell,standardowa
2862,Sklep 2915,Opole,D,102,114,6,2006-04-28,,5,4,IdoSell,standardowa
2713,Sklep 2916,Wielkopolska,C,191,191,5,2022-02-18,,7,5,Streamsoft,mini
3737,Sklep 2917,Żory,C,154,184,3,2008-05-09,,5,2,IdoSell,standardowa
4247,Sklep 2918,Wielkopolska,F,28,65,6,2020-09-28,,4,0,ILUO,standardowa
1326,Sklep 2921,Śląsk,F,26,116,2,2018-12-23,,3,1,,standardowa
3423,Sklep 2923,Małopolska,F,40,41,5,2023-07-20,,2,1,,standardowa
2420,Sklep 2925,Kujawy,A,400,468,5,1999-01-15,,11,6,,standardowa
2122,Sklep 2926,Małopolska,C,151,171,4,2003-07-08,2016-08-06,8,3,ILUO,standardowa
257,Sklep 2927,Wielkopolska,F,31,58,6,2021-02-22,,1,2,IdoSell,brak
1243,Sklep 2928,Kujawy,F,49,56,4,2010-03-13,2020-08-06,3,1,IdoSell,standardowa
307,Sklep 2934,Małopolska,E,58,106,2,1999-01-26,2015-01-26,5,1,Streamsoft,standardowa
256,Sklep 2935,Podkarpacie,B,315,332,6,2000-01-01,2015-04-10,8,5,Posnet Temo,standardowa
2427,Sklep 2936,Żory,B,258,305,7,2013-10-06,,6,5,ILUO,mini
2896,Sklep 2937,Podkarpacie,B,322,352,6,2000-06-26,,10,4,Streamsoft,standardowa
577,Sklep 2940,Kujawy,E,69,71,1,2023-11-27,,2,2,IdoSell,standardowa
1244,Sklep 2941,Śląsk,F,39,101,3,2012-11-06,2013-02-09,3,0,IdoSell,standardowa
2532,Sklep 2942,Kielce,D,117,125,2,2013-03-20,2022-07-04,8,3,,standardowa
1214,Sklep 2946,Opole,D,109,109,2,2002-02-09,2008-11-30,6,3,Streamsoft,standardowa
1611,Sklep 2947,Bielsko-Biała,D,136,205,7,1999-06-05,2020-05-10,8,2,Streamsoft,standardowa
2729,Sklep 2948,Orbita,E,98,162,3,2017-07-23,,3,1,Streamsoft,mini
1939,Sklep 2950,Wielkopolska,B,282,329,5,2000-05-06,2009-06-03,7,3,ILUO,standardowa
1941,Sklep 2951,Bjanex,F,29,34,3,2020-12-28,,3,1,,mini
2864,Sklep 2953,Kujawy,E,68,120,2,2016-01-28,,4,1,IdoSell,mini
3728,Sklep 2955,Wielkopolska,E,92,122,3,2020-10-18,,2,1,ILUO,standardowa
3981,Sklep 2957,Kielce,D,142,164,4,2005-04-15,,7,2,ILUO,standardowa
3983,Sklep 2958,Śląsk,F,42,77,4,2005-06-10,,4,0,IdoSell,standardowa
4186,Sklep 2962,Wielkopolska,D,121,125,2,2012-10-20,,7,3,IdoSell,standardowa
345,Sklep 2964,Kielce,B,288,293,7,2017-03-06,2019-10-13,7,4,IdoSell,standardowa
1933,Sklep 2965,Bjanex,E,90,92,6,2023-01-27,,2,2,ILUO,standardowa
1385,Sklep 2966,Podlasie,D,115,132,3,2013-10-18,,4,2,ILUO,standardowa
2993,Sklep 2969,Bielsko-Biała,E,59,114,5,2017-03-08,2023-07-23,5,2,ILUO,standardowa
2396,Sklep 2970,Podlasie,F,27,40,1,2007-08-15,2009-08-27,1,1,Streamsoft,mini
4185,Sklep 2973,Podlasie,E,92,103,4,2003-05-22,,4,1,ILUO,standardowa
3017,Sklep 2974,Śląsk,F,39,118,6,1999-07-23,,4,2,Streamsoft,standardowa
4283,Sklep 2975,Małopolska,E,55,92,7,2003-01-04,,5,2,IdoSell,standardowa
1953,Sklep 2979,Północ,C,179,196,4,2012-01-19,,8,2,ILUO,mini
2256,Sklep 2980,Bjanex,C,162,167,6,2019-12-27,,7,5,ILUO,standardowa
2447,Sklep 2981,Orbita,B,292,330,1,2005-06-19,,7,3,ILUO,standardowa
4613,Sklep 2983,Kielce,E,64,86,2,2010-07-21,2014-08-25,4,2,IdoSell,standardowa
1938,Sklep 2985,Północ,B,256,267,1,1999-02-09,,6,4,Streamsoft,mini
3850,Sklep 2990,Śląsk,F,49,73,3,2023-03-27,,1,1,ILUO,standardowa
3982,Sklep 2991,Zachód,F,39,39,1,2008-09-19,,4,1,ILUO,standardowa
4472,Sklep 2992,Kielce,D,111,112,3,2003-11-14,,7,3,ILUO,standardowa
1250,Sklep 2993,Podlasie,F,39,45,5,2023-09-20,,1,2,IdoSell,standardowa
1246,Sklep 2994,Kielce,E,99,151,3,2002-12-13,,2,2,IdoSell,standardowa
3070,Sklep 2998,Kielce,E,53,56,6,2012-10-15,2019-12-21,2,1,IdoSell,standardowa
3857,Sklep 3000,Żory,D,137,186,3,2004-02-10,2019-01-01,5,4,ILUO,standardowa
3932,Sklep 3001,Podlasie,E,60,60,1,2004-08-13,,2,1,Streamsoft,standardowa
3941,Sklep 3002,Podlasie,D,147,148,5,2008-02-17,2011-11-30,6,4,,mini
3962,Sklep 3003,Opole,F,27,52,2,2003-01-11,2022-11-24,2,0,ILUO,standardowa
706,Sklep 3004,Śląsk,B,326,333,1,2020-07-20,,9,5,ILUO,mini
719,Sklep 3005,Wielkopolska,E,68,68,3,2015-09-17,,5,2,ILUO,mini
3038,Sklep 3006,Mazowsze,E,63,75,2,2022-04-03,,5,2,ILUO,
3835,Sklep 3007,Kujawy,D,115,115,3,2017-03-12,,8,3,IdoSell,standardowa
3303,Sklep 3008,Opole,C,213,279,4,2021-12-26,,5,4,IdoSell,standardowa
793,Sklep 3010,Kujawy,D,147,151,6,2016-11-04,,7,4,ILUO,standardowa
293,Sklep 3011,Opole,E,73,117,5,2017-07-31,,2,1,ILUO,standardowa
3930,Sklep 3012,Zachód,D,107,140,2,2003-02-16,,5,3,Streamsoft,standardowa
3959,Sklep 3013,Wielkopolska,E,83,84,6,1999-04-08,2007-02-19,4,2,Streamsoft,brak
1134,Sklep 3014,Śląsk,E,61,102,1,2011-11-13,,4,2,IdoSell,standardowa
2808,Sklep 3018,Żory,F,41,41,5,2019-02-09,,2,0,IdoSell,standardowa
3270,Sklep 3021,Orbita,F,36,84,0,2007-01-19,,1,0,,standardowa
4476,Sklep 3022,Bielsko-Biała,A,416,424,3,2008-10-07,2021-08-08,9,4,ILUO,standardowa
794,Sklep 3023,Śląsk,E,64,65,7,2021-12-03,,3,2,,standardowa
881,Sklep 3024,Wielkopolska,F,47,107,3,2013-10-22,2013-12-25,2,1,ILUO,standardowa
1497,Sklep 3025,Podlasie,C,182,184,5,2005-06-18,2014-08-17,6,5,IdoSell,mini
1498,Sklep 3026,Mazowsze,E,54,54,4,2020-09-09,2021-05-07,2,2,IdoSell,standardowa
2571,Sklep 3028,Razem,F,25,53,2,2009-07-08,2014-12-14,4,0,,standardowa
2948,Sklep 3030,Śląsk,E,63,78,3,2011-11-29,2021-06-17,5,1,IdoSell,brak
2995,Sklep 3031,Północ,D,135,156,6,2001-12-15,2010-03-02,5,3,ILUO,standardowa
4352,Sklep 3033,Wielkopolska,D,116,120,2,2005-02-13,,6,3,IdoSell,standardowa
4399,Sklep 3034,Bjanex,C,188,201,5,2016-03-16,,6,3,IdoSell,standardowa
497,Sklep 3035,Kielce,E,72,72,3,2017-02-03,,3,2,IdoSell,mini
795,Sklep 3036,Kielce,E,78,104,6,2019-11-27,,4,1,IdoSell,standardowa
1362,Sklep 3037,Kielce,E,65,86,2,2009-06-26,,4,1,IdoSell,standardowa
1673,Sklep 3038,Bjanex,D,131,178,4,2001-01-13,2015-03-24,6,3,IdoSell,standardowa
2649,Sklep 3041,Wielkopolska,F,46,80,1,2002-11-22,2009-10-17,1,1,ILUO,mini
2921,Sklep 3042,Opole,F,37,62,9,2005-06-27,2014-02-08,1,1,IdoSell,standardowa
3009,Sklep 3044,Śląsk,E,73,87,4,2011-07-10,,5,1,Streamsoft,standardowa
3435,Sklep 3045,Bielsko-Biała,B,302,323,7,2017-08-06,,10,3,IdoSell,standardowa
4069,Sklep 3046,Śląsk,C,157,165,3,2009-04-25,2015-11-15,6,3,IdoSell,standardowa
657,Sklep 3048,Śląsk,D,102,111,3,2014-07-20,2022-04-24,8,4,ILUO,standardowa
1425,Sklep 3050,Wielkopolska,F,40,74,6,2015-08-04,2020-06-17,2,0,ILUO,mini
3487,Sklep 3054,Małopolska,A,421,436,0,2012-11-25,2016-08-28,11,3,ILUO,standardowa
4234,Sklep 3056,Kujawy,E,73,78,5,2008-11-21,,4,1,ILUO,standardowa
2553,Sklep 3057,Kielce,F,48,58,2,2009-09-02,2017-11-16,2,1,ILUO,standardowa
2775,Sklep 3059,Kujawy,F,42,43,1,2000-09-07,,3,2,ILUO,standardowa
515,Sklep 3060,Małopolska,F,35,50,2,2014-09-03,,2,2,IdoSell,standardowa
3169,Sklep 3063,Bielsko-Biała,E,90,92,4,2019-02-28,,2,1,ILUO,standardowa
1418,Sklep 3064,Zachód,F,43,44,1,2021-01-16,,3,2,ILUO,mini
2996,Sklep 3065,Orbita,F,32,52,1,2023-07-21,,4,2,IdoSell,standardowa
540,Sklep 3066,Wielkopolska,B,255,310,3,2007-10-16,,7,5,IdoSell,standardowa
1428,Sklep 3067,Kielce,D,106,128,3,2005-07-26,2018-02-23,6,2,ILUO,standardowa
2568,Sklep 3071,Podlasie,E,97,127,5,2016-08-20,2020-02-11,2,1,IdoSell,standardowa
2572,Sklep 3072,Kielce,C,185,208,3,2012-07-20,2020-11-28,5,4,IdoSell,standardowa
2611,Sklep 3073,Orbita,B,293,313,1,2000-05-15,,6,4,IdoSell,standardowa
4174,Sklep 3074,Podkarpacie,D,146,147,3,2014-04-15,,7,3,ILUO,standardowa
957,Sklep 3075,Bielsko-Biała,E,87,137,1,2010-04-10,2019-05-15,5,1,ILUO,standardowa
3450,Sklep 3076,Kielce,E,66,96,4,2022-09-22,,2,1,Streamsoft,standardowa
3141,Sklep 3077,Orbita,A,377,378,2,2022-10-21,,10,4,ILUO,mini
3403,Sklep 3078,Razem,E,91,139,2,1999-06-08,2010-11-02,2,2,,standardowa
4342,Sklep 3079,Wielkopolska,C,201,220,5,1999-07-13,,7,5,IdoSell,standardowa
1126,Sklep 3085,Północ,F,28,83,2,2009-02-14,,3,0,ILUO,standardowa
2583,Sklep 3087,Razem,F,38,72,5,2018-12-21,,2,1,IdoSell,standardowa
2587,Sklep 3088,Opole,D,139,159,4,1999-12-28,2008-06-03,7,3,IdoSell,standardowa
2774,Sklep 3090,Orbita,F,39,126,3,2021-03-07,,3,2,IdoSell,standardowa
4475,Sklep 3092,Wielkopolska,E,84,84,1,2015-10-21,,4,1,ILUO,mini
2741,Sklep 3093,Razem,D,107,128,7,2018-10-10,,6,4,IdoSell,mini
3974,Sklep 3096,Podlasie,D,123,139,6,2013-09-29,2014-11-05,8,3,ILUO,standardowa
571,Sklep 3097,Bielsko-Biała,F,27,54,5,2007-11-16,,3,2,FakturaXL,standardowa
1394,Sklep 3098,Śląsk,F,40,98,4,2003-07-04,2010-03-25,3,0,Streamsoft,mini
3417,Sklep 3099,Kujawy,E,67,76,3,2020-08-07,,4,1,,standardowa
3597,Sklep 3101,Podlasie,A,376,471,4,2007-09-27,2022-10-16,9,2,ILUO,standardowa
2566,Sklep 3103,Mazowsze,B,326,367,7,2010-02-18,,9,5,ILUO,standardowa
3975,Sklep 3107,Północ,F,25,28,3,2014-06-10,2023-08-07,1,1,Streamsoft,standardowa
1537,Sklep 3108,Kujawy,E,84,95,7,2023-06-23,,3,1,IdoSell,standardowa
2980,Sklep 3110,Podlasie,F,42,59,1,2009-09-05,,4,1,IdoSell,standardowa
2584,Sklep 3113,Zachód,C,209,214,3,2022-07-19,,5,4,,standardowa
2594,Sklep 3114,Orbita,E,56,56,1,1999-09-20,2012-08-29,4,2,IdoSell,standardowa
2920,Sklep 3116,Północ,E,73,78,7,2017-08-11,,2,1,Streamsoft,mini
3327,Sklep 3123,Śląsk,B,297,326,2,2021-12-31,,6,3,IdoSell,standardowa
3881,Sklep 3124,Opole,F,27,82,5,2012-11-04,2019-02-25,2,0,ILUO,standardowa
4136,Sklep 3125,Północ,E,90,91,5,2017-05-25,2017-06-25,4,2,ILUO,standardowa
4723,Sklep 3126,Kujawy,B,292,344,2,2022-02-28,,9,4,ILUO,standardowa
3418,Sklep 3127,Kielce,E,86,102,0,2024-01-31,,3,2,ILUO,standardowa
2613,Sklep 3128,Kujawy,B,318,338,7,1999-07-05,,7,6,IdoSell,standardowa
2638,Sklep 3129,Podlasie,C,236,237,1,2005-04-18,,5,4,Posnet Temo,standardowa
2892,Sklep 3131,Podlasie,D,104,114,3,2001-07-12,2014-10-12,8,4,IdoSell,mini
388,Sklep 3133,Orbita,F,27,45,4,2010-03-19,,1,0,,standardowa
1480,Sklep 3134,Orbita,F,30,53,2,2011-05-18,2020-11-19,1,0,IdoSell,standardowa
2588,Sklep 3136,Bielsko-Biała,D,148,157,4,2001-08-28,,5,2,ILUO,standardowa
4213,Sklep 3137,Małopolska,D,107,114,1,2000-02-01,2008-03-15,4,2,ILUO,mini
896,Sklep 3138,Opole,A,403,437,0,2001-12-20,2020-11-23,12,2,ILUO,brak
3922,Sklep 3139,Śląsk,F,28,34,2,2010-12-26,,3,2,Streamsoft,standardowa
2614,Sklep 3140,Wielkopolska,E,53,75,4,2014-04-29,,5,1,IdoSell,standardowa
4212,Sklep 3141,Mazowsze,D,106,162,0,2020-09-04,,6,3,ILUO,mini
4705,Sklep 3143,Kujawy,D,135,152,3,2011-12-14,2016-01-20,6,3,IdoSell,standardowa
4330,Sklep 3146,Bjanex,F,39,71,2,2002-02-09,,4,0,IdoSell,standardowa
2596,Sklep 3147,Razem,C,233,244,1,2023-02-17,,5,3,IdoSell,standardowa
2731,Sklep 3151,Wielkopolska,C,239,258,0,2015-05-27,,7,5,IdoSell,standardowa
1503,Sklep 3153,Orbita,C,209,264,5,2017-10-06,2021-12-21,6,2,ILUO,standardowa
2778,Sklep 3154,Razem,D,142,229,4,1999-12-15,2012-03-03,6,2,FakturaXL,standardowa
3347,Sklep 3156,Zachód,E,72,125,4,2011-08-16,,3,1,IdoSell,standardowa
1371,Sklep 3157,Orbita,E,74,120,4,2020-07-14,,3,2,IdoSell,mini
1571,Sklep 3159,Śląsk,F,31,58,2,2006-09-06,,3,0,IdoSell,standardowa
1047,Sklep 3160,Bielsko-Biała,C,203,211,3,2004-05-21,,8,4,ILUO,standardowa
3420,Sklep 3161,Śląsk,F,28,64,3,2014-04-27,,4,2,ILUO,mini
2914,Sklep 3163,Podlasie,D,141,157,2,2008-03-22,2012-01-07,6,4,IdoSell,mini
3355,Sklep 3164,Kielce,B,251,251,3,2011-12-15,2012-12-19,6,6,IdoSell,standardowa
1133,Sklep 3166,Małopolska,F,35,45,4,2003-05-28,,1,0,ILUO,standardowa
3268,Sklep 3167,Śląsk,C,168,201,1,2004-11-12,,6,4,Streamsoft,standardowa
3428,Sklep 3168,Podlasie,D,141,160,2,2008-10-18,2011-08-27,6,4,Streamsoft,standardowa
4534,Sklep 3169,Małopolska,F,37,42,4,2013-10-21,2023-01-20,1,1,IdoSell,standardowa
520,Sklep 3170,Wielkopolska,D,129,131,4,2003-01-19,,6,4,ILUO,mini
2964,Sklep 3173,Orbita,D,115,160,2,2002-03-03,2021-08-05,5,2,Streamsoft,standardowa
3282,Sklep 3176,Opole,D,114,202,1,2012-11-18,,4,3,IdoSell,standardowa
3421,Sklep 3177,Małopolska,E,62,65,0,2005-01-10,2018-11-02,5,1,ILUO,standardowa
3259,Sklep 3180,Północ,D,108,109,5,2014-10-04,,5,3,ILUO,standardowa
2693,Sklep 3181,Kielce,D,148,158,1,2022-03-17,,5,3,Streamsoft,standardowa
2689,Sklep 3182,Wielkopolska,E,71,93,1,2004-11-05,2009-05-08,3,2,ILUO,standardowa
2957,Sklep 3187,Kielce,A,431,470,3,2018-07-19,2021-07-08,9,4,ILUO,mini
4363,Sklep 3188,Wielkopolska,C,217,244,2,2006-12-20,,8,3,IdoSell,standardowa
1395,Sklep 3192,Śląsk,D,110,113,3,2002-12-21,2013-09-19,6,2,ILUO,standardowa
2676,Sklep 3194,Razem,E,66,68,1,2021-11-24,,4,1,Streamsoft,standardowa
2956,Sklep 3196,Kujawy,C,192,199,7,2021-10-24,,7,4,Streamsoft,standardowa
4685,Sklep 3197,Podkarpacie,D,139,167,1,2012-02-13,,7,2,IdoSell,mini
1050,Sklep 3198,Opole,D,127,132,1,2019-07-01,,8,2,IdoSell,standardowa
3404,Sklep 3202,Bjanex,D,117,208,1,2010-02-16,,6,2,ILUO,standardowa
3422,Sklep 3203,Orbita,E,54,120,1,2009-05-16,,4,2,Streamsoft,standardowa
3946,Sklep 3204,Północ,D,146,168,1,2001-08-30,2009-05-21,7,2,Streamsoft,standardowa
2639,Sklep 3205,Podkarpacie,C,165,226,4,2008-05-18,2008-10-15,5,2,IdoSell,standardowa
1060,Sklep 3206,Śląsk,F,40,84,3,2016-08-11,2021-03-29,1,2,IdoSell,standardowa
1063,Sklep 3207,Kielce,F,46,48,1,2015-12-21,,1,0,IdoSell,standardowa
1390,Sklep 3208,Kujawy,E,66,82,2,2002-07-21,,5,2,,standardowa
2928,Sklep 3209,Kielce,E,99,111,2,2011-06-21,2018-01-28,2,1,IdoSell,standardowa
2942,Sklep 3210,Kielce,F,38,48,3,2018-09-24,,1,1,,mini
2943,Sklep 3211,Mazowsze,F,45,82,1,2023-01-17,,1,0,,standardowa
2944,Sklep 3212,Kielce,F,47,67,1,2006-11-22,,3,2,Streamsoft,mini
4429,Sklep 3213,Małopolska,F,43,65,4,2000-01-05,,2,1,,brak
2811,Sklep 3214,Bielsko-Biała,F,36,82,2,2007-10-27,2013-07-21,1,2,,brak
2842,Sklep 3217,Bielsko-Biała,C,187,211,2,2000-12-20,2012-10-20,8,5,IdoSell,standardowa
2905,Sklep 3219,Podlasie,F,44,96,2,2004-11-19,,2,0,ILUO,standardowa
2823,Sklep 3220,Małopolska,D,120,129,3,2022-03-20,,5,2,ILUO,standardowa
2906,Sklep 3222,Podlasie,E,90,150,0,2009-12-31,,2,1,IdoSell,standardowa
4455,Sklep 3224,Bielsko-Biała,D,112,152,3,2003-09-06,2017-07-07,6,2,ILUO,standardowa
2710,Sklep 3226,Śląsk,B,297,351,2,2015-06-25,2020-07-04,6,3,IdoSell,standardowa
1041,Sklep 3227,Razem,B,264,279,1,2011-10-17,,9,3,IdoSell,brak
1046,Sklep 3228,Kielce,C,173,191,5,2021-12-26,,6,3,ILUO,standardowa
1509,Sklep 3229,Bielsko-Biała,F,28,39,5,1999-06-29,,3,2,ILUO,mini
1581,Sklep 3230,Żory,B,293,312,2,2005-10-28,,8,5,ILUO,standardowa
2669,Sklep 3231,Zachód,D,111,115,2,2010-05-13,2018-07-20,5,2,ILUO,standardowa
2670,Sklep 3232,Mazowsze,B,349,375,3,2020-02-01,,8,6,ILUO,standardowa
2681,Sklep 3233,Mazowsze,C,241,269,5,2023-05-27,,6,2,IdoSell,mini
3438,Sklep 3235,Wielkopolska,E,74,82,1,2018-06-21,2023-10-13,5,1,ILUO,standardowa
4014,Sklep 3237,Podkarpacie,A,363,379,6,2012-03-22,,12,4,Streamsoft,standardowa
4019,Sklep 3238,Śląsk,A,416,427,3,2013-05-13,,12,3,Streamsoft,standardowa
1377,Sklep 3243,Kielce,C,240,246,5,2014-03-17,,8,5,IdoSell,mini
1708,Sklep 3246,Podkarpacie,A,432,436,5,2009-05-11,,9,3,ILUO,standardowa
3845,Sklep 3247,Północ,B,291,302,4,2017-05-16,,10,3,ILUO,standardowa
2680,Sklep 3253,Podkarpacie,B,308,320,0,2011-04-19,2015-07-12,6,6,IdoSell,mini
3258,Sklep 3254,Małopolska,E,86,129,1,2008-12-30,,2,2,Streamsoft,mini
1337,Sklep 3255,Bjanex,E,73,73,0,2009-08-06,,5,1,ILUO,standardowa
2674,Sklep 3256,Północ,D,142,147,1,2021-02-03,,6,2,,standardowa
185,Sklep 3258,Żory,C,225,262,3,2007-01-01,,7,5,IdoSell,mini
1336,Sklep 3260,Kujawy,D,122,132,4,2016-05-04,,5,3,ILUO,standardowa
3132,Sklep 3261,Kielce,D,114,147,4,2006-09-11,,7,4,IdoSell,brak
4510,Sklep 3262,Kujawy,A,443,458,3,2014-08-02,,10,6,ILUO,standardowa
2672,Sklep 3263,Wielkopolska,E,57,89,4,2010-08-30,,5,1,IdoSell,standardowa
4072,Sklep 3264,Kujawy,C,221,235,2,2011-02-12,,6,3,IdoSell,standardowa
1131,Sklep 3266,Orbita,C,166,174,1,2011-01-24,,6,2,IdoSell,standardowa
692,Sklep 3272,Wielkopolska,C,202,224,1,2007-05-12,,7,4,ILUO,standardowa
2767,Sklep 3273,Podlasie,E,68,72,4,2007-12-13,,4,1,IdoSell,standardowa
3088,Sklep 3274,Kujawy,D,109,126,3,2022-03-04,,4,3,ILUO,standardowa
3902,Sklep 3275,Mazowsze,D,101,118,5,2007-09-06,,5,2,Streamsoft,standardowa
2805,Sklep 3279,Zachód,D,113,134,1,2019-06-30,,6,2,IdoSell,standardowa
3768,Sklep 3281,Wielkopolska,F,50,97,4,2017-09-19,2020-10-20,4,1,IdoSell,standardowa
4661,Sklep 3282,Wielkopolska,D,123,146,6,2009-03-31,2015-07-15,5,2,ILUO,standardowa
4702,Sklep 3283,Wielkopolska,E,90,94,0,2005-03-10,2018-01-03,2,1,,standardowa
1370,Sklep 3285,Wielkopolska,F,39,92,3,2004-03-02,,1,0,IdoSell,standardowa
2772,Sklep 3288,Wielkopolska,E,94,104,3,2017-05-10,,4,1,ILUO,standardowa
2886,Sklep 3289,Mazowsze,E,90,93,1,2022-03-06,,2,2,ILUO,standardowa
4725,Sklep 3291,Małopolska,B,309,318,3,2003-07-29,,8,3,ILUO,standardowa
3869,Sklep 3298,Kielce,E,55,74,4,2020-01-28,,3,1,IdoSell,mini
3300,Sklep 3300,Podlasie,D,133,168,1,2022-07-18,,7,4,ILUO,mini
4408,Sklep 3301,Wielkopolska,C,249,255,5,2018-08-18,,5,2,IdoSell,mini
2804,Sklep 3303,Kujawy,E,70,94,4,2003-07-14,2021-12-18,2,1,IdoSell,standardowa
2810,Sklep 3304,Razem,E,78,105,3,2017-04-17,,4,1,IdoSell,standardowa
3273,Sklep 3306,Małopolska,C,180,180,3,2018-10-10,2023-10-08,6,3,IdoSell,standardowa
993,Sklep 3308,Razem,D,126,148,7,2007-08-04,,4,3,IdoSell,standardowa
1124,Sklep 3309,Wielkopolska,F,48,48,3,2000-03-06,2013-07-04,2,0,IdoSell,standardowa
3871,Sklep 3313,Śląsk,E,97,124,5,2014-04-07,2016-03-26,5,1,ILUO,standardowa
2832,Sklep 3317,Śląsk,B,273,301,1,2017-08-13,,8,3,IdoSell,standardowa
668,Sklep 3321,Małopolska,B,259,281,3,2013-11-17,2020-06-02,8,5,ILUO,standardowa
1347,Sklep 3322,Razem,C,163,186,3,2013-07-18,,6,5,ILUO,mini
2835,Sklep 3323,Wielkopolska,F,48,50,0,2021-02-23,,1,1,,standardowa
1303,Sklep 3324,Podkarpacie,F,31,39,4,2014-01-29,,2,2,IdoSell,mini
1309,Sklep 3325,Podkarpacie,B,312,345,5,2016-05-02,,7,5,IdoSell,standardowa
4653,Sklep 3326,Podlasie,D,128,132,6,2021-02-18,,8,3,IdoSell,standardowa
4080,Sklep 3328,Żory,E,89,113,3,2019-11-28,,2,2,ILUO,standardowa
4493,Sklep 3330,Wielkopolska,D,140,146,0,2013-05-27,,5,2,IdoSell,standardowa
4673,Sklep 3337,Bjanex,D,143,173,1,2015-10-13,,8,4,ILUO,standardowa
1369,Sklep 3338,Mazowsze,E,81,126,1,1999-01-14,,5,1,ILUO,standardowa
1373,Sklep 3339,Wielkopolska,E,87,136,2,1999-04-18,2012-08-30,5,1,IdoSell,standardowa
1376,Sklep 3340,Wielkopolska,C,243,266,4,2020-11-25,,8,2,IdoSell,mini
4357,Sklep 3341,Małopolska,B,283,306,1,2015-12-20,,6,3,IdoSell,standardowa
4477,Sklep 3342,Wielkopolska,C,186,229,3,2000-07-17,2009-11-15,6,5,Streamsoft,mini
2869,Sklep 3345,Razem,E,90,139,2,2008-03-19,,3,2,ILUO,standardowa
4217,Sklep 3347,Podlasie,E,74,78,5,2003-07-21,,3,1,ILUO,mini
915,Sklep 3348,Śląsk,E,53,113,4,2011-11-06,2020-07-21,3,1,IdoSell,mini
4409,Sklep 3350,Kielce,B,272,308,3,2004-12-15,,9,3,IdoSell,mini
1740,Sklep 3351,Wielkopolska,B,341,375,5,2014-08-28,,9,5,IdoSell,standardowa
2872,Sklep 3353,Razem,D,133,159,4,2015-05-28,2019-05-25,6,4,IdoSell,standardowa
518,Sklep 3355,Orbita,D,130,133,1,2019-01-25,,6,2,IdoSell,standardowa
3096,Sklep 3356,Kujawy,E,64,85,6,2002-08-16,,4,2,ILUO,standardowa
4452,Sklep 3358,Wielkopolska,E,72,84,6,2020-09-12,,4,1,ILUO,standardowa
1380,Sklep 3362,Kielce,B,253,259,0,2020-03-30,,8,4,,mini
4032,Sklep 3366,Podlasie,E,78,85,1,2008-02-11,2022-04-06,5,1,Streamsoft,standardowa
4261,Sklep 3368,Bjanex,F,26,37,1,2017-01-20,,4,1,IdoSell,standardowa
4255,Sklep 3369,Mazowsze,E,100,145,2,2017-09-11,2018-02-24,3,2,IdoSell,mini
4256,Sklep 3370,Małopolska,E,75,89,1,2007-08-18,2015-12-17,2,1,IdoSell,standardowa
4260,Sklep 3371,Kielce,F,47,79,0,2019-09-23,,1,0,IdoSell,standardowa
4276,Sklep 3372,Wielkopolska,F,48,127,1,2000-10-27,2020-10-09,1,2,IdoSell,standardowa
3907,Sklep 3374,Podlasie,F,35,62,6,2018-06-26,,1,2,Streamsoft,standardowa
3856,Sklep 3377,Kielce,D,119,161,7,2021-10-15,,6,3,ILUO,standardowa
1372,Sklep 3380,Podkarpacie,D,148,158,1,2001-04-29,2013-08-18,7,3,Streamsoft,mini
3872,Sklep 3383,Bjanex,E,95,109,5,1999-05-25,,3,1,ILUO,standardowa
3099,Sklep 3385,Kujawy,C,235,261,4,2001-06-14,2012-06-11,5,5,IdoSell,standardowa
3298,Sklep 3387,Małopolska,B,342,346,4,1999-12-04,2016-03-03,10,5,IdoSell,standardowa
480,Sklep 3388,Śląsk,F,35,55,2,2019-04-28,,3,0,IdoSell,standardowa
544,Sklep 3389,Bielsko-Biała,C,230,274,3,2001-06-14,,8,4,IdoSell,standardowa
1733,Sklep 3390,Podkarpacie,F,39,51,3,2001-12-13,,4,2,IdoSell,standardowa
2637,Sklep 3391,Kielce,E,76,88,3,2004-02-11,,3,1,IdoSell,standardowa
